,file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
"('/content/ravdess/Actor_15/03-02-06-01-02-02-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.237562500'))",,,,32.299416,0.046829034,31.246387,31.737541,34.27702,3.030632,29.554562,26.358751,12.303553,14.910392,0.41427737,1.0129155,0.034469433,0.25960433,0.7784608,0.7439914,5.2696366,3.3116703,6.797487,4.563676,0.12298204,1.0899111,16.192575,1.0907328,5.0581756,2.358619,14.621918,0.8582616,1.9387753,7.6795263,0.012589502,1.291768,0.9173372,0.84967667,8.940782,0.37904492,3.2671406,2.5162864,17.56708,0.4091746,510.41476,0.5420099,1140.0015,0.2150999,-104.394936,-0.90632486,1489.7379,0.2157902,775.8834,0.4433456,-102.065994,-0.87894475,2529.381,0.1314855,694.68823,0.37221053,-104.26323,-0.8401755,-13.066098,-0.5016755,20.486328,0.36780888,0.07726666,0.66616756,-0.018853422,-0.7531741,0.214629,0.564728,27.49005,0.50610954,6.8834224,1.5608156,15.765702,0.986555,-2.2057834,-7.48985,-9.130631,19.035904,-0.0036193798,0.0059788325,0.016935077,1.6587678,0.7194244,0.7466666,0.23041025,0.465,0.41439715,-34.47869
"('/content/ravdess/Actor_15/03-02-03-01-02-02-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.170833333'))",,,,32.487568,0.064808376,31.150497,31.793972,35.301888,4.15139,34.453346,11.302968,28.804983,20.643742,0.47640133,1.2266738,0.011815864,0.15710038,0.9097915,0.8979757,8.398252,4.152202,6.579674,3.9082654,0.16435713,1.4613309,17.885569,0.915138,0.44462085,36.510662,17.432867,0.5922207,3.941077,4.2918177,0.01424563,1.2762548,1.0022304,0.96481425,7.849333,0.56119984,3.5458744,2.5226417,12.461885,0.65607077,596.74194,0.50152636,1130.3278,0.21137245,-113.69524,-0.8372759,1639.2325,0.22830302,738.70416,0.40504944,-105.840904,-0.8685779,2642.2646,0.13250409,750.75446,0.37225032,-106.55281,-0.8574146,-9.260336,-0.6651881,16.251966,0.43628275,0.083918996,0.43801832,-0.015340616,-0.7766311,0.319497,0.8013219,29.53071,0.4274305,-8.531534,-1.965957,19.107817,0.65622425,-4.554821,-4.1284847,-12.025111,21.414145,-0.016609576,0.00871333,0.006306086,1.6826924,0.729927,0.6933333,0.2671246,0.48999998,0.4321458,-33.01006
"('/content/ravdess/Actor_15/03-02-02-01-02-02-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.504499999'))",,,,31.86287,0.09226122,30.688631,31.635113,35.355026,4.666395,31.86539,22.249739,21.09288,6.8924613,0.25406474,1.0848116,0.013946973,0.15309672,0.48717767,0.4732307,4.0938597,3.424127,3.87645,3.8859236,0.06022557,1.2754077,18.969786,0.92308474,10.602304,1.0522363,14.813362,0.7422663,4.6756926,3.5932722,0.02334237,2.523367,0.8138364,1.2456257,9.064257,0.4902059,3.746145,2.2656643,20.957815,0.40054405,487.90384,0.50754523,1104.769,0.19942826,-105.19063,-0.9013782,1443.5325,0.21090013,759.9044,0.47846192,-107.94704,-0.82465374,2528.1184,0.09270852,671.4473,0.6127991,-111.10802,-0.77330124,-15.290694,-0.5272289,24.403738,0.3928053,0.07660394,0.46759582,-0.017941525,-0.7080602,0.11133867,0.6973343,30.536629,0.4673471,10.453051,1.3098739,14.6152315,0.91756195,-4.9935775,-3.538311,-13.719866,23.680943,-0.021443436,0.010907209,0.006710095,1.5590202,0.6756757,0.7566666,0.2922708,0.525,0.44252115,-38.663616
"('/content/ravdess/Actor_15/03-02-06-02-01-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.104104167'))",,,,33.048832,0.06729941,31.680048,32.465973,34.85339,3.1733418,80.21924,76.51949,45.60219,42.514053,0.56886953,1.2396877,0.01652215,0.23881705,0.9721877,0.9556655,9.806785,4.729891,10.750845,6.1025195,0.2723772,1.5775852,14.272379,1.1801147,0.20039983,71.10996,12.99023,1.0531448,1.1866695,12.92052,0.023747014,1.6603564,1.229128,0.7838615,6.686392,0.6376264,1.2749958,6.2636065,14.232423,0.5782938,727.83545,0.43942782,1095.742,0.3210295,-114.11735,-0.8258114,1741.024,0.21552753,865.4814,0.33478177,-111.02469,-0.82927257,2739.7961,0.1485915,801.62585,0.3528851,-112.72113,-0.79958016,-8.579618,-0.89158386,17.333187,0.5477716,0.046605263,1.1306859,-0.013422158,-1.0574298,0.54894423,0.89452857,26.384588,0.5318868,-3.9649556,-3.770198,13.833766,1.2505126,-3.7680519,-4.1434093,-8.127491,17.580626,-0.0040514315,0.0055271317,0.0232085,1.7114916,1.2376238,0.378,0.21065612,0.34,0.4170132,-30.825434
"('/content/ravdess/Actor_15/03-02-05-02-01-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.170833333'))",,,,32.694103,0.0518924,31.484428,32.358612,34.97606,3.4916306,41.01725,27.500603,11.026511,11.535146,0.7312054,1.2901603,0.022903979,0.24310067,1.6205891,1.5976851,14.632771,8.254427,10.920651,5.5540757,0.36221677,1.4452951,15.725138,1.0194507,-2.6275005,-5.072507,13.700762,1.0751458,4.230565,3.8855364,0.01740243,1.5361164,1.3445563,0.8051348,6.9110875,0.47032067,-1.1861116,-8.1773205,8.054691,0.9641799,810.87805,0.36786437,1119.3436,0.26559946,-108.68593,-0.8693154,1853.0598,0.17116207,825.899,0.3154288,-104.35723,-0.88456583,2829.285,0.11200343,917.75275,0.36222973,-105.21872,-0.87005746,-6.8400955,-1.0199476,14.693925,0.5718709,0.050256345,1.0753791,-0.0126215,-1.1832803,0.6965321,0.80017644,25.37003,0.4888729,-9.441878,-1.5100292,14.635088,1.177339,-0.49983904,-39.980366,-10.186872,19.903511,-0.007146336,0.008790076,0.01822169,1.923077,1.216545,0.414,0.17246448,0.4775,0.45157364,-27.366608
"('/content/ravdess/Actor_15/03-02-05-01-02-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.504499999'))",,,,31.29279,0.13268228,30.922625,32.024403,32.833664,1.9110394,121.968666,111.42655,36.678417,25.211514,0.610977,1.2831618,0.009067049,0.18060474,1.177822,1.1687549,12.5698805,8.156819,8.937101,6.125165,0.25875223,1.4233104,15.732692,1.029697,3.3169658,4.420476,14.120449,0.99177164,1.7901516,9.226773,0.016019996,1.5168022,1.0952849,0.93748665,6.8394985,0.60127676,3.4251359,2.9459333,14.811107,0.7671251,766.9249,0.40932193,1068.7412,0.34649855,-111.352104,-0.8459997,1827.547,0.21348816,844.4738,0.34950563,-108.26762,-0.8545317,2848.3887,0.13134232,804.23126,0.34772685,-109.86695,-0.82692355,-10.41975,-0.8165624,17.752527,0.5694182,0.07079322,0.7412735,-0.016497083,-0.82576036,0.5074556,0.7645193,27.484375,0.43086353,-3.6069477,-4.3991427,19.36424,0.8129514,-5.6071053,-3.5093832,-11.131111,21.002514,-0.0037060871,0.006575053,0.018420754,1.7817373,0.9009009,0.54249996,0.35527277,0.54249996,0.43808532,-29.774729
"('/content/ravdess/Actor_15/03-02-05-01-01-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.170833333'))",,,,32.421574,0.053967103,31.530354,31.99411,34.473507,2.9431534,32.494884,21.706131,13.788455,8.411684,0.5055165,1.2609096,0.01697363,0.17503393,1.0233213,1.0063477,9.632501,7.563561,8.138348,4.4021955,0.20629823,1.3883191,18.822649,0.71796453,1.1987057,12.103797,15.3500395,0.766251,4.059891,4.527446,0.01406948,1.1920255,1.1595132,0.72781056,7.4314795,0.4441919,3.6392455,2.0957434,14.684785,0.5287919,711.591,0.39778545,1160.6287,0.239192,-110.588715,-0.8555399,1759.4083,0.1914453,815.18005,0.47181067,-107.06787,-0.8564152,2778.0469,0.12738569,768.8373,0.29225132,-108.22509,-0.8352317,-9.0690365,-0.83212173,17.281254,0.46644148,0.05995332,0.730102,-0.011657186,-1.3395593,0.39347538,0.7688538,27.52863,0.42650872,-5.0571237,-3.0153594,18.104467,0.7454283,-5.009176,-4.2345457,-16.030338,27.457838,-0.033174504,0.008616296,0.017934581,2.1634617,0.729927,0.6866666,0.2651205,0.49499997,0.42880648,-32.19258
"('/content/ravdess/Actor_15/03-02-03-01-01-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.204187500'))",,,,32.31081,0.08945562,31.14177,31.984682,35.564816,4.423046,118.62052,136.77501,11.127255,6.497069,0.56796443,1.2576877,0.016510084,0.21745992,1.0609028,1.0443927,10.294189,4.6858764,8.629052,4.0619016,0.2161032,1.4062778,17.301273,0.8797437,-3.630179,-4.2126937,15.671033,0.770673,-0.21626957,-94.46023,0.018541997,2.8178766,1.0144839,0.8351049,7.811359,0.4544746,-0.38282052,-21.45289,10.208625,0.77564126,617.47034,0.5010608,1176.5477,0.16157626,-111.858574,-0.8466162,1667.8545,0.21700451,742.5583,0.3849125,-104.28056,-0.88396394,2685.618,0.13648005,717.467,0.31332287,-105.419975,-0.86310273,-8.462419,-0.7600063,15.88758,0.47892338,0.05911919,0.71164924,-0.013164464,-0.94208604,0.40996906,0.7843971,28.053482,0.3943968,-9.683225,-1.6489415,18.790403,0.732502,-7.9268484,-3.1346843,-8.085034,17.057064,0.010210077,0.005337082,0.015835129,1.6706444,1.2077295,0.414,0.13410443,0.32666668,0.42804465,-31.126934
"('/content/ravdess/Actor_15/03-02-06-02-01-02-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.237562500'))",,,,31.706293,0.10008605,31.205914,31.811909,33.637535,2.4316216,71.32254,64.93753,41.13079,34.57425,0.61586636,1.2634321,0.024251949,0.19597203,1.2974522,1.2732003,10.448951,5.9074273,11.190453,7.029563,0.28399137,1.4264915,14.1693535,1.125352,-0.586909,-22.334866,13.16909,0.9682975,2.4079475,7.154175,0.033169217,2.4247723,1.1136479,0.7227375,6.602633,0.5466123,0.05770875,264.28998,13.410359,1.088003,788.6048,0.38193628,1130.5326,0.23163682,-108.90579,-0.872577,1844.4666,0.17880978,796.8347,0.35790348,-105.53446,-0.8672802,2833.8013,0.12575443,853.3383,0.3158983,-107.15462,-0.8392892,-9.427205,-0.69141394,17.460955,0.4617431,0.050949745,0.8995806,-0.012853952,-1.0097426,0.5461208,0.78487086,25.936537,0.4435315,-5.1825843,-2.727787,15.474228,1.0072043,-1.7741188,-11.385266,-7.2711077,16.259958,0.005311299,0.006451895,0.015029995,1.6587678,1.1990408,0.41799998,0.23387177,0.32833332,0.4271384,-29.691162
"('/content/ravdess/Actor_15/03-02-03-02-02-02-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.937270833'))",,,,32.781902,0.059659112,31.378105,32.214012,35.80019,4.422085,10.395837,9.897072,17.346542,4.7776675,0.5802521,1.2202445,0.017332206,0.16378163,1.1129851,1.0956529,12.171437,6.401978,8.592111,4.2339673,0.20189838,1.4695746,15.839662,0.98271745,-5.4597235,-2.6727111,16.250519,0.6398167,1.5721064,11.043225,0.015801515,1.5660672,0.9521798,0.83278245,8.167224,0.45228276,3.8467607,2.6549664,11.106141,0.60845447,640.6564,0.5196175,1120.4756,0.24271482,-123.94304,-0.7521224,1721.0093,0.2117914,712.20795,0.3490852,-108.874916,-0.8526662,2713.5256,0.13183159,795.84784,0.27662578,-108.78529,-0.854363,-6.954427,-0.6567645,14.0469,0.34953946,0.093609706,0.43547526,-0.012164295,-0.886715,0.4072008,0.7746037,27.049892,0.43922606,-12.748353,-1.0652806,20.342716,0.5973252,-7.6737113,-2.4572499,-6.783428,16.028988,0.003117484,0.0071862405,0.0091563845,1.7857144,0.7751938,0.62333333,0.22425184,0.4825,0.40604034,-31.36887
"('/content/ravdess/Actor_15/03-02-02-02-02-02-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.504499999'))",,,,31.743225,0.10692254,31.020758,31.838587,34.610947,3.590189,53.238976,10.190464,32.037674,17.440851,0.23394021,1.0014646,0.01506095,0.1475622,0.47547275,0.4604118,3.768552,3.0215797,2.435832,1.2806709,0.06819678,1.0313313,21.773169,0.806219,11.493624,0.84797055,15.356582,0.6354125,6.8001027,2.5597086,0.017900309,2.5598252,0.9226695,1.1654966,8.921206,0.4979876,4.143261,1.9414575,22.690151,0.33198628,551.0552,0.51797396,1152.5297,0.31374314,-108.58337,-0.8566694,1532.5675,0.2275122,845.39105,0.352981,-110.66134,-0.7919442,2665.7134,0.14122318,744.44556,0.64777297,-114.537895,-0.7303481,-16.574497,-0.5023275,25.837029,0.353024,0.072634794,0.52171636,-0.017584376,-0.76025623,0.11042672,0.64174527,31.986942,0.43143496,10.046482,1.1495812,14.780686,0.81150293,-3.5811281,-5.308218,-20.140228,31.507633,-0.041935742,0.007177855,0.02520426,2.0044544,0.9009009,0.56,0.36324924,0.422,0.35985553,-39.75098
"('/content/ravdess/Actor_15/03-02-04-02-01-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.371020833'))",,,,32.841343,0.0603062,31.542944,32.12062,34.90314,3.360197,126.71064,118.40384,14.373134,5.620465,0.3461647,1.2528324,0.012186878,0.14165127,0.6330518,0.6208649,5.683848,5.756615,6.159331,5.0070615,0.11894133,1.5452952,16.610065,0.9846238,3.0242064,4.1834135,12.48137,0.79294354,3.7303681,4.5573997,0.019124556,2.260244,1.1241099,0.8657929,7.8979053,0.42459655,3.2081244,2.6505916,17.22783,0.43914315,569.9428,0.46868724,1189.6914,0.24999592,-119.42352,-0.78789735,1602.3517,0.22098275,815.5039,0.32079014,-113.1824,-0.81223184,2605.9648,0.14741975,765.2768,0.3773993,-115.983925,-0.76629895,-11.267118,-0.63720334,19.22765,0.42733756,0.064912364,0.6441289,-0.011311565,-1.3685334,0.2367119,0.89051825,29.35767,0.44616976,-1.6369787,-9.597517,13.066985,0.9591172,-2.4987316,-8.584316,-9.48225,18.701946,-0.006492872,0.00841608,0.016608797,1.3761468,0.92807424,0.4975,0.16391689,0.44599998,0.4327401,-36.047504
"('/content/ravdess/Actor_15/03-02-06-01-02-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.270937500'))",,,,32.21045,0.043865163,31.36966,31.781557,33.502243,2.1325836,20.03501,11.06557,13.119505,5.4987707,0.3945045,1.013763,0.016554244,0.2436387,0.8271804,0.81062615,6.074479,4.6989665,5.970853,4.3688316,0.12182672,1.0973214,18.156858,0.8329882,7.590535,1.3468587,15.893095,0.7252637,5.3392615,3.1192005,0.009954422,1.0589495,0.9726126,0.91745514,8.912122,0.3828286,3.622713,2.3581512,17.69106,0.297668,534.74426,0.48200756,1223.3999,0.24231115,-107.20759,-0.8844425,1564.5471,0.21559706,797.41986,0.44850385,-104.48552,-0.8551547,2569.1584,0.13329455,734.3933,0.45124143,-106.29554,-0.8240697,-13.157859,-0.42904148,20.993595,0.3188242,0.07240182,0.6482325,-0.018173913,-0.8633589,0.2194798,0.5293543,27.763319,0.4362459,6.4989405,1.4791197,16.20104,0.8829209,-2.2294586,-8.542089,-15.030432,25.593803,-0.031146163,0.0060821916,0.01578075,1.8779343,0.9546539,0.5475,0.077257685,0.63,0.36887214,-34.820824
"('/content/ravdess/Actor_15/03-02-04-02-02-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.204187500'))",,,,32.429764,0.059111074,31.177696,31.745075,34.454834,3.2771378,22.55004,11.301946,23.333778,14.721868,0.4169438,1.1680218,0.021713514,0.16794829,0.67890537,0.6571919,8.269633,6.968803,8.550616,8.611262,0.15680198,1.494838,17.014465,1.0497881,4.5967298,3.182761,11.858558,0.82790065,3.6221368,4.1301403,0.012167793,1.4319619,1.0019478,0.70533055,7.584116,0.50146,3.7012386,2.8642569,16.271519,0.4991655,696.4879,0.5031071,1113.7917,0.31251866,-114.1101,-0.8281984,1722.9984,0.22724128,873.7833,0.3409736,-108.474815,-0.8473255,2719.1138,0.15384397,750.32263,0.2996395,-110.534134,-0.81310505,-10.894284,-0.633812,19.80434,0.46407312,0.09064639,0.35633156,-0.011341826,-1.1405926,0.30203983,0.86684644,28.405659,0.4761237,-2.4766982,-6.597994,12.760443,0.9670017,-1.5169724,-10.940189,-11.190061,20.14544,0.0054235263,0.0050108633,0.016687516,1.6706444,0.7246377,0.68,0.27580187,0.5075,0.40226698,-34.61784
"('/content/ravdess/Actor_15/03-02-04-01-01-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.137458333'))",,,,31.998917,0.07607288,31.206646,31.76009,34.548668,3.342022,41.537624,28.255585,23.692728,10.103675,0.26859704,1.158847,0.014661506,0.13009357,0.5533051,0.5386436,5.8494506,3.7916405,5.410679,2.6858735,0.08363927,1.3389379,18.356743,0.9335852,3.9476333,3.23902,15.695108,0.6458873,2.8155859,5.188915,0.025308877,2.1268735,1.1276199,0.80801505,7.8321137,0.55161613,2.6206186,2.8127027,18.23873,0.43321937,534.04425,0.49162924,1148.1508,0.25416926,-111.019226,-0.856275,1507.6554,0.19908765,895.89905,0.3716314,-112.415955,-0.8055923,2524.8489,0.11988862,785.4848,0.3711742,-115.24318,-0.75853616,-12.876465,-0.54776096,21.91296,0.3297537,0.0536121,0.9315724,-0.01266892,-1.0033098,0.16311178,0.71466374,31.315828,0.43950358,0.39617887,40.164604,15.411656,0.77612376,-0.8154356,-23.319849,-10.979202,19.808788,-0.009986056,0.006842815,0.012074314,2.1844661,0.9852217,0.48,0.16896746,0.41,0.42619243,-39.42397
"('/content/ravdess/Actor_15/03-02-06-02-02-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.937270833'))",,,,32.53202,0.058913812,31.582008,32.088898,34.634453,3.0524445,54.43998,34.63753,15.169566,3.2641888,0.67987216,1.1827699,0.024773559,0.22979417,1.5059894,1.4812158,15.264827,9.21063,10.336763,6.538836,0.2998951,1.2954439,16.254541,0.9491572,-0.41079542,-28.150984,12.800244,0.9234756,2.58087,5.4426827,0.014692472,1.3164206,1.0813793,0.7727398,7.2092805,0.43349522,4.700275,2.2439156,14.558992,0.5050321,772.8961,0.4157869,1107.5221,0.30958438,-122.27491,-0.7605602,1846.0579,0.18499394,830.8439,0.40074158,-110.08519,-0.84186566,2855.2637,0.13817419,788.91327,0.22980241,-110.8303,-0.8292693,-8.900804,-0.65191746,16.619148,0.3763455,0.08969225,0.45919394,-0.014344198,-0.90250397,0.5974791,0.63175756,25.33883,0.45421267,-6.2948647,-1.859035,16.609789,0.8561963,-3.1943176,-5.2536874,-16.05825,27.4839,-0.015969573,0.0030393305,0.026488796,2.0408163,0.5167959,0.935,0.515,0.65,0.3826225,-29.134916
"('/content/ravdess/Actor_15/03-02-05-01-01-02-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.937270833'))",,,,31.984413,0.10551074,31.332264,31.85151,34.683353,3.3510895,82.28688,45.222225,45.08855,48.81349,0.77757555,1.26061,0.018259885,0.24195744,1.7731569,1.754897,14.634211,7.3137126,15.783593,9.430861,0.43195224,1.4352313,15.319157,0.91340834,-0.23146151,-60.33038,14.2073,0.98026294,6.026409,2.756211,0.01989785,1.535753,1.162018,0.6930682,5.963235,0.6649051,1.637165,5.9700346,11.33056,0.6469043,827.90686,0.32914197,1070.8569,0.24001223,-111.18438,-0.8475997,1901.6885,0.15817536,778.8646,0.30784887,-108.46518,-0.8480633,2917.7778,0.111503,849.36365,0.34424934,-109.92032,-0.8233873,-7.5322056,-0.93297565,14.747316,0.5574044,0.03494942,1.3647524,-0.012237782,-1.3768344,0.8413549,0.7855887,24.49012,0.44525638,-6.7139225,-2.0148785,15.259065,1.1691302,1.2696214,15.549674,-11.506391,21.024687,-0.023689656,0.00644898,0.031827733,2.2959185,1.0335917,0.475,0.3309456,0.376,0.41998094,-26.524593
"('/content/ravdess/Actor_15/03-02-02-01-01-02-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.637958333'))",,,,32.732193,0.05414895,31.415539,31.93052,35.50562,4.0900803,12.307874,4.520256,11.272771,3.775307,0.23771943,1.1302918,0.00995725,0.12957263,0.48922586,0.4792686,3.9935455,2.118148,3.2812111,2.0485728,0.061418854,1.2601006,19.661594,0.945245,10.340774,0.9757777,12.402906,0.86760145,3.5767953,5.464756,0.009674757,1.497074,0.80831546,0.99603504,10.306033,0.26707545,0.6029272,13.070786,20.886515,0.3735198,444.78088,0.3944911,1184.4534,0.19980481,-115.61798,-0.8060156,1385.8501,0.20909083,816.7037,0.2718372,-112.6302,-0.7879613,2527.4785,0.10701534,670.07086,0.56185997,-117.25574,-0.71461546,-16.993166,-0.5240316,27.657711,0.34740528,0.04396455,1.0696422,-0.018009836,-0.8418476,0.11441737,0.684793,34.21368,0.36591718,8.89677,1.3726616,12.462734,0.9924076,-8.850362,-2.2763717,-13.745437,23.759474,-0.03280707,0.010152749,0.012505515,1.7316017,1.0964912,0.438,0.27549228,0.37666667,0.4387735,-38.78416
"('/content/ravdess/Actor_15/03-02-05-02-02-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.204208333'))",,,,32.497944,0.10351436,31.413855,32.302193,34.655003,3.241148,227.68483,130.32196,31.724178,27.282793,0.91357183,1.2161453,0.02550145,0.30055133,1.8780227,1.8525212,16.643257,9.87718,12.518791,8.038875,0.51916265,1.4394162,11.801537,1.4386225,-2.956865,-4.8312054,13.884711,1.1393805,1.9467463,6.7471848,0.029806087,2.253412,1.2263099,0.76476675,5.969806,0.593798,3.0223012,3.1758192,8.950468,0.98009974,837.2096,0.37589282,951.1669,0.4030682,-105.496704,-0.88619447,1876.5304,0.18920437,834.875,0.28897035,-101.48774,-0.92555803,2874.4873,0.12049884,807.4818,0.30202094,-102.4307,-0.9072241,-5.8538976,-1.2645388,12.746376,0.664321,0.053209968,1.353986,-0.011452395,-1.177772,0.97874063,0.8182886,23.193825,0.5510857,-9.242695,-1.7047513,19.948023,0.9224144,-1.7558565,-8.894888,-5.0844307,14.122538,0.009955732,0.0085917935,0.031893995,1.9093078,0.9661836,0.53249997,0.38989583,0.4775,0.3882895,-25.911592
"('/content/ravdess/Actor_15/03-02-02-02-02-01-15.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.571229167'))",,,,32.025536,0.09497117,30.976343,31.99245,35.449516,4.473173,28.732992,21.665564,38.740974,32.86882,0.29109585,1.0566233,0.025217235,0.19085163,0.5525182,0.52730095,3.8059332,2.9241142,3.8830633,3.4212916,0.08282794,1.172772,20.400854,0.97040564,6.562262,2.1052701,16.638865,0.65108424,1.5450101,10.649794,0.014634195,2.4074752,0.82261777,1.129567,9.467949,0.40740955,4.151182,2.0534337,21.194445,0.3857094,457.62946,0.41424024,1146.946,0.22261249,-103.81672,-0.9108274,1445.8062,0.18749963,792.8135,0.3167279,-105.476845,-0.83873534,2537.9534,0.10360176,687.2835,0.46578982,-109.075294,-0.77934086,-16.294174,-0.5359196,25.047932,0.38192844,0.077191435,0.5078606,-0.017450677,-0.7012833,0.13818985,0.73487675,33.656788,0.36543885,5.2649593,2.7974834,16.800861,0.79804975,-6.1776233,-2.8413985,-13.25655,22.586811,-0.016157893,0.009763104,0.020745577,1.754386,0.886918,0.59749997,0.4281574,0.406,0.406133,-37.680027
