,file,start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
"('/content/ravdess/Actor_12/03-01-02-02-02-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.803812500'))",,,,34.5563,0.08230428,31.782753,35.27998,37.38805,5.605297,19.778114,2.846957,21.715118,11.582412,0.12442571,1.0801716,0.008794023,0.07306721,0.26144692,0.2526529,2.349016,1.272774,2.6139216,1.8042508,0.03308106,1.3902415,13.534334,1.2355021,6.850324,1.4653089,4.4031425,2.9395285,-1.3555267,-11.403599,0.017773112,1.4668051,0.92266166,0.8660075,8.662326,0.5254943,8.774342,0.70091873,22.221127,0.44434553,564.1094,0.5516861,1078.5193,0.33383942,-142.40877,-0.5937879,1558.6602,0.23400468,759.83575,0.36591297,-126.78077,-0.6806277,2681.8804,0.15852012,623.71857,0.5614153,-129.77774,-0.63682836,-16.204279,-0.50718045,26.33731,0.35414127,0.10191606,0.40093148,-0.012188997,-0.8035421,0.07477069,0.60275745,27.057308,0.5562042,9.031067,1.2620898,11.265981,1.4612998,-7.1281753,-2.891397,-2.8110526,11.005476,0.08273829,0.0072584357,0.0038626408,2.110818,0.80213904,0.5133333,0.04189935,0.53249997,0.44768155,-46.71586
"('/content/ravdess/Actor_12/03-01-03-02-01-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:04.137458333'))",,,,42.21022,0.08911464,38.507214,43.0492,45.42151,6.914295,53.02246,30.093365,20.92719,16.261168,0.5547228,1.331116,0.006608874,0.1340296,1.1489942,1.1423854,14.29098,9.534982,12.2548685,7.188383,0.41939443,1.6254728,9.326715,1.3447399,-2.7343502,-5.6497936,6.0811124,2.710727,-1.0032835,-17.441324,0.03039307,1.1172332,1.1376954,0.6485134,8.433768,0.55357414,6.402083,1.5760946,10.532062,0.8425523,591.9566,0.42252287,1185.3062,0.23405507,-160.42918,-0.48169443,1647.195,0.1562429,898.0876,0.45566633,-125.71428,-0.7291354,2632.446,0.1037013,889.0013,0.39363354,-126.71832,-0.7109637,-7.8595815,-0.94922525,18.068262,0.42130613,0.032179218,1.3932325,-0.0063774316,-1.7888441,0.9618038,0.81741816,19.14406,0.50766945,-15.762036,-0.936506,2.5224113,9.647629,-15.155808,-1.1610594,-9.546638,19.366282,0.008963411,0.0104123335,0.07299777,1.6990292,0.7371008,0.5333333,0.55679643,0.59999996,0.56102586,-28.668175
"('/content/ravdess/Actor_12/03-01-02-02-01-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.770437500'))",,,,34.572403,0.076096065,31.801737,34.473633,36.94343,5.141695,51.502083,64.94486,34.06886,9.142687,0.11121033,1.159425,0.011355375,0.04411431,0.2012601,0.18990473,3.276622,1.7290081,2.9468486,1.7388235,0.031598963,1.3624257,16.007116,0.9539554,5.4657135,1.7802029,9.737548,1.1952963,1.2755797,9.218696,0.01782544,1.0596839,0.99782795,0.77640873,9.313327,0.36093855,9.821611,0.75498784,23.70883,0.32390642,527.9784,0.4439321,1233.6849,0.2090905,-148.34157,-0.55007374,1593.7312,0.22109464,826.2084,0.46176636,-137.29254,-0.5963748,2642.2402,0.11014999,791.67114,0.40765887,-139.68723,-0.56286764,-17.84846,-0.50348127,28.38924,0.34109712,0.07189769,0.61487675,-0.012211212,-1.0026428,0.073215954,0.60274005,30.762499,0.38288125,8.420784,1.4580909,15.799572,0.9634745,-3.4763787,-3.973549,-4.3136053,12.038516,0.061527625,0.0065505514,0.008181718,2.6595745,1.347709,0.262,0.05381449,0.45599997,0.4494708,-47.41429
"('/content/ravdess/Actor_12/03-01-02-01-02-01-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.770437500'))",,,,34.644356,0.07151493,33.21868,34.57866,36.2449,3.0262184,77.76308,68.06365,20.737518,5.7635922,0.13578166,1.1442227,0.007328509,0.052733645,0.28309646,0.27576795,2.600255,1.3974135,2.4412172,1.3759245,0.035423797,1.3167267,12.798145,1.494124,5.286398,2.0233965,6.8663893,1.6341689,2.968426,4.281571,0.016078856,1.5018119,0.90168434,0.8171434,9.691186,0.35662746,9.75427,0.66092247,22.637112,0.3301913,503.2557,0.4418482,1156.4672,0.22657461,-134.96709,-0.65845627,1504.9207,0.18063216,867.7819,0.49584305,-129.64656,-0.6598573,2552.422,0.12107739,684.92914,0.3043952,-132.17702,-0.6235223,-15.334314,-0.41327438,25.450584,0.27206978,0.12094251,0.25101352,-0.013206931,-0.66050863,0.080688,0.5185201,31.21655,0.42789623,4.520237,2.5120287,11.237751,1.2781099,-3.5732121,-4.111148,-1.7541038,10.364208,0.067857794,0.011751465,0.0063816677,2.393617,1.0810812,0.36249998,0.15335824,0.53749996,0.43193603,-45.85217
"('/content/ravdess/Actor_12/03-01-06-02-01-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.703708333'))",,,,49.029,0.11482879,47.542725,49.439205,51.909508,4.366783,81.46694,43.18313,35.091705,25.88294,0.8593414,1.203486,0.020326244,0.25538975,2.0030055,1.9826792,23.833292,15.046061,23.010553,10.171679,0.8662055,1.4900424,6.5161467,1.5281578,-8.967909,-1.9520512,-4.1998,-4.4251227,-6.1603494,-3.347328,0.03829376,1.1954442,1.1228166,0.539745,7.567487,0.7887086,4.854601,5.1679826,8.521227,3.315611,896.5647,0.3424272,973.0799,0.3921276,-134.05852,-0.6607645,1889.0576,0.17837343,933.24445,0.5099915,-117.37257,-0.77572215,2953.167,0.12452684,886.84216,0.43956843,-119.33793,-0.7410024,-5.6175904,-0.9495404,17.601545,0.47455043,0.08377716,0.60122544,-0.008401434,-1.4949784,1.8574177,0.74909055,9.6605215,1.0019195,-24.853996,-0.5055206,-15.95025,-1.376765,-25.392887,-0.519878,-14.172562,26.849281,0.013512012,0.012423169,0.08243678,1.897019,0.82417583,0.53999996,0.5433845,0.64666665,0.40778536,-22.946344
"('/content/ravdess/Actor_12/03-01-01-01-02-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.636979167'))",,,,33.782948,0.05964265,32.15862,33.277912,35.43414,3.2755203,20.135445,17.70906,15.185617,6.091079,0.14059249,1.1667024,0.00649131,0.024071608,0.2918085,0.28531718,2.2367222,1.2948927,2.5619655,1.2339435,0.032507677,1.3937287,13.621453,1.2602054,8.059134,1.2305154,7.0593777,1.764447,3.0600994,5.2044954,0.012345963,0.99786526,0.7615838,0.7208671,9.049509,0.4243133,5.023332,1.1064132,22.75665,0.35616526,501.86487,0.5058503,1109.6163,0.31231514,-128.63065,-0.71649486,1506.5638,0.21937259,792.6089,0.5536346,-124.48321,-0.7100597,2571.336,0.1267804,647.78424,0.43664584,-127.896805,-0.65896624,-14.113522,-0.4481401,24.484856,0.29632017,0.112679444,0.29890108,-0.014415033,-0.6454811,0.07428562,0.5828662,28.543278,0.49054998,6.131518,2.0133245,9.56056,1.754528,-6.7959557,-2.7983382,-5.514909,14.427093,0.040157825,0.010067968,0.002665217,1.9337018,0.84033614,0.4933333,0.11897712,0.66999996,0.40472212,-46.417492
"('/content/ravdess/Actor_12/03-01-04-01-02-01-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.670333333'))",,,,36.1041,0.049221095,34.902863,36.17482,37.77768,2.874817,76.892296,108.54803,13.455521,5.549585,0.14230563,1.2447321,0.0079806745,0.021954075,0.30587152,0.29789084,2.9259655,1.9223835,3.5698361,1.8790679,0.03859751,1.42743,12.371769,1.210863,6.850323,1.5814217,5.366406,2.1350026,2.840614,5.8307867,0.010352333,1.0421449,0.9083711,0.8766092,10.090597,0.29393032,12.235134,0.75877225,23.597017,0.32972032,473.70392,0.47579393,1087.2122,0.24269412,-156.09152,-0.5090567,1470.6919,0.17692608,701.8125,0.4296353,-133.1623,-0.6517373,2551.0952,0.09384514,614.08234,0.42483574,-136.10387,-0.6084946,-12.990828,-0.5827715,24.090132,0.34274316,0.12396002,0.21695442,-0.008524946,-0.77260417,0.09851942,0.5094486,25.62688,0.50473315,3.9860303,3.4266872,6.978533,2.4384925,-12.747914,-1.3192649,-6.2041245,16.695417,0.017058183,0.014752041,0.003781515,1.9125683,0.83102494,0.44,0.107082516,0.555,0.4835545,-45.384304
"('/content/ravdess/Actor_12/03-01-03-02-02-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.970625'))",,,,45.108715,0.102878414,40.88978,45.911415,48.73159,7.841812,68.9941,48.946117,157.46465,136.3413,0.66672635,1.268376,0.013458985,0.23168184,1.6143049,1.6008459,14.809297,7.4725447,11.9919815,6.881197,0.52386457,1.575058,8.45453,1.4024419,-9.763993,-1.9421456,-1.30452,-12.486038,-8.678657,-2.174047,0.028786309,1.5306128,1.1187849,0.5598177,8.827658,0.557509,5.1805844,1.6287863,11.936125,0.87801415,848.8652,0.3837529,1041.4707,0.38049614,-132.13283,-0.67875564,1867.5983,0.1831841,965.4589,0.3977756,-113.5233,-0.8056649,2868.5986,0.118411094,877.63354,0.39295852,-115.455956,-0.7740012,-8.102267,-1.0184331,17.596365,0.4662003,0.10022629,0.47647655,-0.004987185,-2.1914623,1.1087041,0.8189641,15.647908,0.6891973,-23.419382,-0.78763115,-5.105543,-4.0378056,-23.38472,-0.7089475,-4.18414,13.682678,0.042454682,0.0078123356,0.017914461,2.5252526,1.0230179,0.45,0.49244288,0.404,0.42645514,-27.369682
"('/content/ravdess/Actor_12/03-01-05-01-01-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.970625'))",,,,32.741024,0.12702602,30.523048,32.555923,36.664814,6.1417656,433.793,442.86618,34.409954,24.902225,0.2657061,1.277322,0.015083827,0.07155621,0.5086468,0.49356297,6.877285,3.070484,6.097377,4.1548524,0.09742681,1.3709798,14.332489,1.1069608,2.552414,4.093624,8.816745,1.77425,-2.4180076,-6.373085,0.014852425,1.0332139,1.1651125,0.85884726,7.2221627,0.5342065,3.4231951,4.1359677,18.562689,0.4237843,437.44464,0.37655923,1151.525,0.24042086,-136.55852,-0.6529368,1423.5071,0.16184899,828.32074,0.46068725,-127.887535,-0.695405,2506.3708,0.07186281,655.9629,0.4663983,-130.44159,-0.65628916,-12.9824295,-0.67227304,22.473196,0.3874367,0.05199076,1.0729356,-0.015803419,-0.81887585,0.21214561,0.6375167,27.759031,0.4633665,1.0509748,12.322515,12.589975,1.6536099,-13.185102,-1.3600427,-3.881864,13.129523,0.04418234,0.009694086,0.025998944,2.2727275,1.0230179,0.38,0.06964194,0.5725,0.47118863,-38.867428
"('/content/ravdess/Actor_12/03-01-02-01-01-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.770416667'))",,,,35.28906,0.08308957,33.128292,34.37525,38.116875,4.9885826,69.11122,75.44741,22.02976,10.545851,0.120685354,1.0915875,0.012940762,0.050622117,0.22210187,0.2091611,2.6190007,1.9193299,2.6838512,1.5855247,0.03170888,1.374326,15.818163,0.89756197,4.0329256,2.0823743,7.6960936,1.3349847,0.78083295,15.801078,0.015094964,0.99763626,0.9098531,0.7876432,9.507382,0.3647154,10.64891,0.70322514,22.449018,0.40063444,525.3349,0.48512056,1160.4321,0.23231152,-149.02689,-0.55021596,1516.6396,0.21345462,812.94556,0.37151924,-136.06914,-0.6191504,2550.731,0.12739934,720.10645,0.40584487,-139.18196,-0.57430965,-13.931319,-0.5468851,25.937511,0.30319428,0.08906582,0.38881952,-0.008980944,-1.0777135,0.07343373,0.62617886,29.014456,0.4580362,4.053671,2.6638408,8.339026,1.7175816,-6.129775,-2.6764848,-4.692929,12.504048,0.05555477,0.0064305854,0.008911359,2.9255319,1.3513514,0.258,0.12765577,0.38333333,0.44835502,-48.347034
"('/content/ravdess/Actor_12/03-01-08-01-02-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.603604167'))",,,,37.118134,0.090586655,34.455776,36.689247,40.49119,6.0354156,31.218313,11.400173,9.884426,26.514622,0.26145852,1.3126621,0.014430723,0.025974786,0.5950899,0.5806592,6.1281085,3.2524817,4.9248238,3.1951063,0.11404433,1.4747385,12.042026,1.096185,1.5288044,8.164713,2.7654448,4.6328244,-3.1156013,-5.560809,0.030753976,2.5174532,1.1252437,0.48133063,7.1655636,0.632069,9.198353,1.1639614,18.787077,0.5065366,550.22,0.40634486,1107.6074,0.17133181,-148.42911,-0.56760013,1620.3923,0.18503202,731.8841,0.3184857,-128.36345,-0.69253284,2669.4375,0.1148007,759.6703,0.55883914,-130.28036,-0.66273,-11.509153,-0.7002869,21.912666,0.366251,0.12817976,0.262729,-0.01382622,-0.6944093,0.28311574,0.5612102,23.378218,0.4815573,-4.178126,-3.8730097,4.4776645,4.240701,-17.979887,-0.9988891,-3.5891054,12.412642,0.059356753,0.011841581,0.0061837537,2.2284124,0.84745765,0.45666668,0.33668315,0.525,0.46607402,-39.172318
"('/content/ravdess/Actor_12/03-01-04-01-01-01-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.670333333'))",,,,37.264816,0.06289904,35.47754,36.68674,39.187622,3.710083,103.31757,150.16821,30.550669,17.86331,0.20315628,1.2584664,0.013933547,0.03771487,0.39264354,0.37871,4.7044225,2.176943,4.8498273,2.4351397,0.07225322,1.4682046,14.206697,1.0652205,-0.24425356,-40.850777,4.162653,3.0213337,-2.8326201,-4.6819143,0.018593254,0.9968158,0.99154574,0.69734263,8.768281,0.3898304,9.336914,1.2336565,18.500278,0.5138606,529.40106,0.42089406,1239.96,0.20452018,-150.85715,-0.53956604,1548.3088,0.18812415,803.21515,0.30474862,-127.71117,-0.6926652,2575.7983,0.11463423,783.1454,0.31822717,-129.97665,-0.6576991,-11.688918,-0.7062368,22.774437,0.40628764,0.08872082,0.37186974,-0.011574618,-0.91115475,0.1698614,0.6381284,27.689867,0.5145214,-4.3561735,-2.7937958,4.8706756,3.8482146,-11.060592,-1.3617961,-3.2522566,11.262956,0.06004952,0.008799004,0.008421819,1.9125683,0.83102494,0.4733333,0.4786323,0.53,0.48254532,-41.404003
"('/content/ravdess/Actor_12/03-01-08-02-02-01-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.737062500'))",,,,37.76431,0.13660124,33.29693,37.363007,41.42275,8.12582,59.093864,16.387339,42.18252,26.394535,0.32146937,1.3591132,0.01456499,0.08116136,0.5919315,0.57736653,8.8764305,6.87057,8.625375,4.7645407,0.18414307,1.6174062,12.13717,1.3286649,3.4747095,4.1058784,4.5327024,3.9382536,-2.2051504,-8.005016,0.05256548,1.261455,1.1646572,0.7184686,6.305247,0.6727476,4.9768295,1.9948738,18.175982,0.5004264,625.6752,0.47669032,1154.7203,0.2674294,-147.76831,-0.55999637,1706.2076,0.21064994,839.05115,0.43210912,-126.204124,-0.69889396,2737.2004,0.14104372,826.1746,0.4147898,-127.3125,-0.68120986,-13.590197,-0.7193973,23.884453,0.39757666,0.10853265,0.36454973,-0.018006349,-0.7301838,0.43446997,0.7634687,24.625887,0.56737053,-3.0409803,-6.002147,4.362546,5.3932843,-15.730438,-1.0715616,-6.099095,14.885713,0.022686066,0.005635896,0.011759525,1.8817204,0.5449591,0.755,0.285,0.7033333,0.37721202,-35.833378
"('/content/ravdess/Actor_12/03-01-04-02-02-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.870541667'))",,,,45.10408,0.05835052,44.273113,45.44532,46.750423,2.4773102,34.323586,28.72136,33.800976,17.84434,0.5664809,1.2338915,0.017743746,0.22224042,1.2093822,1.1916385,10.10448,6.3928432,10.89535,7.0224895,0.3926525,1.4397035,8.579819,1.536537,-8.80788,-1.6743808,-5.7674255,-2.8767042,-9.148591,-2.0158677,0.022062825,1.4017453,0.9741019,0.65767974,9.994647,0.46992168,7.178104,0.92396706,15.772798,0.65453696,833.49225,0.39016372,1152.645,0.2721939,-140.97307,-0.6116363,1823.8297,0.20853071,1023.06915,0.3490333,-120.33354,-0.75571954,2837.704,0.12583612,827.0251,0.4460609,-122.99671,-0.71333843,-9.168524,-0.767009,20.30844,0.3305835,0.12112752,0.46278304,-0.0063787815,-1.6797694,0.8861985,0.62985075,16.998133,0.6651852,-19.043552,-0.82447153,-12.356688,-1.6387993,-25.328442,-0.6107087,-2.4453332,12.423224,0.056747496,0.0083985,0.021558085,1.5544041,0.78740156,0.5433333,0.45242557,0.7,0.40323687,-28.216204
"('/content/ravdess/Actor_12/03-01-07-01-01-01-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.737062500'))",,,,32.695503,0.11378597,29.918253,31.823887,35.790638,5.872385,488.40085,588.4161,20.924677,6.159059,0.18820985,1.2453016,0.0042307777,0.0517919,0.3460289,0.34179813,5.0104837,2.8655741,4.604247,2.982065,0.05611929,1.4100474,12.615551,1.2851086,2.3846848,3.9177246,7.5090156,1.8665653,-1.441628,-8.371944,0.020968236,1.504576,1.1034919,0.6817663,7.481916,0.46878546,4.5114384,2.0516381,16.581493,0.50177634,465.1293,0.45822465,1084.5741,0.22651911,-132.98929,-0.68998677,1487.05,0.15611891,755.4128,0.47689593,-125.13872,-0.7125069,2480.198,0.12815031,655.17456,0.29245475,-126.51418,-0.6904366,-11.846363,-0.6593908,20.572855,0.40742427,0.055265874,1.0628576,-0.016214427,-0.6961195,0.12457521,0.6547769,27.227062,0.49685958,-0.0315955,-396.05133,14.630065,1.2780434,-6.287803,-2.557254,-3.2024324,12.119307,0.06625728,0.010575897,0.011225765,2.1505377,0.8174387,0.49666667,0.18732029,0.7,0.4259108,-43.4252
"('/content/ravdess/Actor_12/03-01-01-01-02-01-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.603604167'))",,,,34.02972,0.066663526,32.094753,33.28949,35.958027,3.8632736,25.058054,21.743788,20.570082,10.099327,0.15126985,1.2223023,0.012297902,0.027565299,0.32822168,0.31592378,3.5260158,1.5322247,2.9740238,1.456355,0.039135717,1.4230312,14.816368,1.0795661,5.404265,2.0327392,8.298613,1.5639678,3.175536,4.372483,0.012468987,1.0667747,0.8731499,0.74613714,8.996278,0.3796812,7.4435883,0.8352945,22.662354,0.38621613,501.2949,0.45895362,1135.2753,0.24142028,-128.86055,-0.71393806,1487.3292,0.17135447,802.4004,0.43893558,-126.59566,-0.6934814,2551.4263,0.11679572,649.86456,0.32530928,-129.61252,-0.6487471,-14.063678,-0.45736334,25.333273,0.29405633,0.10993908,0.3021727,-0.012596624,-0.6307442,0.09185659,0.58271116,29.488577,0.41537234,4.5493913,2.5160806,10.520097,1.6992,-5.2432423,-3.1762657,-4.173098,13.639062,0.051478926,0.008230764,0.0031484899,1.9498608,0.84745765,0.47666666,0.3662725,0.6766666,0.40876505,-45.193012
"('/content/ravdess/Actor_12/03-01-02-01-02-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.670333333'))",,,,34.622295,0.07316205,32.714394,33.842953,37.37409,4.6596947,22.798111,7.133816,11.668347,3.075673,0.13156264,1.115113,0.011013474,0.035209917,0.27646518,0.2654517,2.5343256,1.4180739,2.4808354,1.9663081,0.03301733,1.4182748,13.250942,1.2940168,5.625297,1.6424533,7.430548,1.6963863,1.3923149,9.664375,0.011492505,0.7980562,0.9517186,0.8269391,9.48525,0.34742898,9.7916355,0.6772082,21.670477,0.367613,550.5266,0.5166456,1075.4062,0.27051443,-137.78714,-0.6449262,1579.0342,0.22797492,733.1864,0.4403441,-128.52133,-0.6789277,2618.2478,0.15151528,662.36127,0.44487885,-130.94301,-0.64310515,-14.563167,-0.4387305,24.547083,0.3207775,0.11552159,0.26816645,-0.012140653,-0.7856435,0.07862585,0.5673413,28.503706,0.5148106,4.8592668,2.2426724,12.565124,1.2596148,-4.2100315,-3.9394555,-2.617684,10.228075,0.066963606,0.0077221687,0.002883498,2.4590166,0.55401665,0.71999997,0.25,0.70666665,0.3866379,-46.568424
"('/content/ravdess/Actor_12/03-01-06-02-02-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.670333333'))",,,,49.10489,0.0688442,47.559708,49.348446,51.372032,3.8123245,89.810646,108.90526,74.54048,103.6008,0.7579256,1.2171628,0.01946646,0.21981707,1.7540089,1.7345424,26.744541,18.50012,13.882865,6.9317284,0.6830214,1.6431144,6.0029354,1.5928289,-8.941288,-2.145898,-4.5336103,-3.9495037,-7.5398316,-3.0173364,0.030851232,1.3549649,1.1398641,0.61653364,8.928372,0.67166233,9.179338,1.035974,13.429791,0.8530065,954.4028,0.24406046,925.6262,0.30210087,-130.46825,-0.70640004,1945.4368,0.15065977,945.83606,0.36710805,-119.99102,-0.74697334,2945.1,0.115684055,779.1761,0.5546517,-121.33534,-0.7262288,-4.6016135,-1.053889,16.815073,0.39365074,0.11481883,0.44936392,-0.0058545326,-1.9549273,1.4801003,0.89656484,9.161286,1.0439519,-27.262403,-0.4938268,-17.072233,-1.067561,-29.534513,-0.48005107,-14.084622,26.113588,0.002296791,0.011265247,0.0826481,2.4590166,1.1080333,0.3875,0.4557617,0.394,0.4298651,-24.197735
"('/content/ravdess/Actor_12/03-01-07-01-01-02-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.703708333'))",,,,32.70553,0.10251753,29.737383,31.938833,36.168022,6.4306393,31.400671,9.366849,36.56081,29.69056,0.21833235,1.1757764,0.014978045,0.078059085,0.39768344,0.3827054,4.8587704,2.8500183,4.107414,2.4736252,0.073389396,1.4149743,15.214304,1.025484,3.02051,3.6548057,11.012699,1.2173254,-1.3664305,-11.127177,0.02465858,1.4498498,1.1578053,0.67769945,6.386014,0.50544274,3.1037552,2.047657,17.184801,0.5605475,451.40408,0.42553994,1159.7988,0.21320574,-131.273,-0.7038598,1455.2084,0.18775101,787.0796,0.3519638,-123.0644,-0.73946613,2490.5369,0.12493535,756.6144,0.47924477,-125.73304,-0.69736236,-10.70883,-0.7177242,22.163391,0.36213997,0.09498876,0.40003484,-0.014202731,-0.78635085,0.1557865,0.6981212,28.368097,0.46391687,-2.5683494,-5.260021,12.310513,1.5290029,-12.2820425,-1.2546889,-9.715046,18.487354,0.028725289,0.006732913,0.015540615,2.7100272,0.5494506,0.755,0.48499998,0.6933333,0.42129427,-42.666054
"('/content/ravdess/Actor_12/03-01-06-02-02-01-12.wav', Timedelta('0 days 00:00:00'), Timedelta('0 days 00:00:03.470145833'))",,,,48.01124,0.09545609,45.67386,48.931957,51.43742,5.7635612,84.50116,54.026314,82.69416,62.045536,0.6918745,1.2485253,0.009557868,0.19393183,1.669604,1.6600461,22.239567,16.111284,9.599334,4.787457,0.6267079,1.561157,5.3346257,1.866755,-6.4668007,-2.3930802,-5.5688863,-2.7972524,-8.939464,-2.165635,0.041851155,1.2159942,1.2235153,0.6469687,7.8303013,0.8181978,5.6837726,1.6434056,13.467687,0.7430164,881.62317,0.3825448,1028.6222,0.39638275,-139.26463,-0.6245477,1855.3057,0.20552148,1046.0371,0.45223415,-126.57671,-0.6886857,2859.474,0.12539324,836.33875,0.45219964,-128.4432,-0.6575599,-7.988588,-0.6703919,20.03085,0.32237965,0.10966425,0.48896676,-0.012430194,-1.0584742,1.499012,0.6924584,10.807733,0.96872514,-19.776945,-0.76242125,-16.58139,-1.0624665,-28.041964,-0.5502535,-4.3074718,14.423375,0.037159137,0.0110915,0.03800783,2.0231214,1.4662757,0.272,0.19671299,0.38599998,0.3996298,-25.119446
